feature_id_base,feature_id_ft,cosine_sim,freq_base,freq_ft,freq_shift,category
397,2214,0.16204117,1.7036646e-05,1.7036646e-05,0.0,new_dead
398,5762,0.93802786,0.04206348,0.022692813,-0.019370666,stable
399,4899,0.16540518,1.7036646e-05,0.016729986,0.01671295,new_dead
400,5101,0.2260212,6.814658e-05,0.026270509,0.026202362,new_dead
401,2376,0.9359144,0.19108301,0.26195547,0.070872456,stable
402,5134,0.19209594,0.00023851304,0.02412389,0.023885377,new_dead
403,5679,0.2113491,0.00013629317,0.11452033,0.11438404,new_dead
404,3420,0.89407337,0.02086989,0.03678212,0.01591223,drifted
405,1588,0.9986514,0.052353613,0.048707772,-0.003645841,stable
406,5781,0.20366114,8.518323e-05,0.00010221988,1.7036647e-05,new_dead
407,3085,0.17589697,3.407329e-05,3.407329e-05,0.0,new_dead
408,2077,0.9990088,0.03865615,0.061127484,0.022471335,stable
